id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,metodo_pago,canal_venta,total_venta,mes,dia_semana,trimestre,tiene_devolucion,region,segmento,categoria,precio_lista,proveedor,descuento_relativo
445,2023-11-21,251,17,16,409551.0,Tarjeta Crédito,App,6552816.0,11,1,4,0,Metropolitana,VIP,Belleza,180735.0,ProvA,-1.0
446,2023-11-22,130,69,19,491800.0,Tarjeta Débito,Marketplace,9344200.0,11,2,4,0,Los Lagos,Regular,Deportes,308309.0,ProvB,-0.5951529147705711
447,2023-11-22,293,108,16,130576.0,Tarjeta Crédito,App,2089216.0,11,2,4,0,Coquimbo,VIP,Ropa,367800.0,ProvB,0.6449809679173464
448,2023-11-23,20,139,7,484892.0,Transferencia,Marketplace,3394244.0,11,3,4,1,Maule,Nuevo,Belleza,224774.0,ProvC,-1.0
449,2023-11-24,282,94,14,216186.0,Efectivo,Tienda Física,3026604.0,11,4,4,0,O'Higgins,Nuevo,Ropa,51288.0,ProvD,-1.0
450,2023-11-25,285,15,14,174412.0,Tarjeta Débito,Marketplace,2441768.0,11,5,4,0,O'Higgins,Nuevo,Deportes,19637.0,ProvD,-1.0
451,2023-11-25,1,91,4,26124.0,Tarjeta Débito,App,104496.0,11,5,4,0,O'Higgins,Nuevo,Ropa,452770.0,ProvF,0.9423018309516973
454,2023-11-28,198,125,5,229507.0,Tarjeta Débito,Web,1147535.0,11,1,4,0,Araucanía,Nuevo,Belleza,,ProvF,
455,2023-11-28,245,16,1,114034.0,Tarjeta Crédito,Web,114034.0,11,1,4,0,Metropolitana,VIP,Hogar,411478.0,ProvD,0.7228673221897647
456,2023-11-29,59,162,3,307371.0,Tarjeta Crédito,App,922113.0,11,2,4,1,Araucanía,VIP,Alimentos,353415.0,ProvF,0.1302830949450363
457,2023-11-30,161,66,15,127176.0,Tarjeta Crédito,Marketplace,1907640.0,11,3,4,0,Coquimbo,Premium,Alimentos,87428.0,ProvB,-0.4546369584114929
458,2023-11-30,179,168,8,289238.0,Efectivo,Marketplace,2313904.0,11,3,4,0,Los Lagos,Premium,Hogar,406587.0,ProvD,0.28861965581782006
459,2023-12-01,206,156,4,180245.0,Tarjeta Débito,App,720980.0,12,4,4,0,Los Lagos,VIP,Hogar,309491.0,ProvB,0.4176082664762465
460,2023-12-02,,47,2,411953.0,Webpay,Tienda Física,823906.0,12,5,4,0,O'Higgins,Nuevo,Belleza,140687.0,ProvC,-1.0
462,2023-12-03,181,198,4,239198.0,Transferencia,App,956792.0,12,6,4,0,Metropolitana,Premium,Ropa,264323.0,ProvA,0.09505415722430512
463,2023-12-04,242,148,3,176059.0,Transferencia,,528177.0,12,0,4,0,Biobío,Premium,Belleza,29722.0,ProvF,-1.0
464,2023-12-05,216,124,2,181917.0,Transferencia,Marketplace,363834.0,12,1,4,0,Metropolitana,Regular,Belleza,52459.0,ProvA,-1.0
466,2023-12-06,299,200,13,164762.0,Efectivo,Marketplace,2141906.0,12,2,4,0,Biobío,Nuevo,Alimentos,37824.0,ProvC,-1.0
467,2023-12-07,126,87,5,105321.0,Tarjeta Débito,App,526605.0,12,3,4,0,Araucanía,Premium,Deportes,273263.0,ProvD,0.6145800931703158
468,2023-12-08,217,128,9,43259.0,Tarjeta Crédito,Tienda Física,389331.0,12,4,4,0,Valparaíso,Nuevo,Hogar,160705.0,ProvE,0.7308173361127532
469,2023-12-08,285,191,6,233880.0,Efectivo,Tienda Física,1403280.0,12,4,4,1,O'Higgins,Nuevo,Belleza,434431.0,ProvB,0.46164062877649154
470,2023-12-09,185,67,5,241584.0,Efectivo,Web,1207920.0,12,5,4,0,Metropolitana,Premium,Ropa,217492.0,ProvD,-0.11077189046033876
471,2023-12-10,39,4,10,420613.0,Tarjeta Débito,Tienda Física,4206130.0,12,6,4,0,Araucanía,Nuevo,Belleza,271278.5,ProvE,-0.5504840966018317
473,2023-12-11,,153,7,191115.0,Tarjeta Débito,App,1337805.0,12,0,4,1,O'Higgins,Nuevo,Hogar,211533.5,ProvC,0.09652608215719968
474,2023-12-12,178,47,7,404394.0,Tarjeta Crédito,Marketplace,2830758.0,12,1,4,0,Coquimbo,VIP,Belleza,140687.0,ProvC,-1.0
475,2023-12-13,294,38,6,411988.0,Webpay,,2471928.0,12,2,4,1,Coquimbo,Nuevo,Deportes,418154.0,ProvA,0.014745763522529976
476,2023-12-14,151,143,3,192921.0,Tarjeta Débito,Tienda Física,578763.0,12,3,4,0,O'Higgins,Regular,Deportes,376435.0,ProvB,0.4875051469709246
477,2023-12-14,126,191,19,230103.0,Webpay,Tienda Física,4371957.0,12,3,4,0,Araucanía,Premium,Belleza,434431.0,ProvB,0.47033475972018574
478,2023-12-15,234,21,150,152340.0,Tarjeta Crédito,App,22851000.0,12,4,4,0,Valparaíso,Regular,Belleza,108695.0,ProvE,-0.4015364092184553
479,2023-12-16,8,57,4,466345.0,Webpay,Web,1865380.0,12,5,4,0,Metropolitana,Regular,Ropa,58920.0,ProvB,-1.0
481,2023-12-17,264,181,6,466941.0,Webpay,Marketplace,2801646.0,12,6,4,0,Maule,Regular,Alimentos,234862.0,ProvF,-0.988150488371895
482,2023-12-18,157,46,19,342249.0,Tarjeta Débito,App,6502731.0,12,0,4,0,Biobío,Premium,Deportes,330438.0,ProvE,-0.0357434677609718
484,2023-12-19,86,145,15,17297.0,Tarjeta Débito,Tienda Física,259455.0,12,1,4,0,Coquimbo,VIP,Belleza,395019.0,ProvD,0.9562122328293069
485,2023-12-20,175,39,9,238322.0,Tarjeta Débito,Marketplace,2144898.0,12,2,4,0,O'Higgins,Nuevo,Deportes,348291.0,ProvD,0.31573885055887174
486,2023-12-21,290,137,5,204466.0,Tarjeta Débito,Marketplace,1022330.0,12,3,4,0,Araucanía,Regular,Belleza,,ProvF,
487,2023-12-22,193,99,13,81448.0,Tarjeta Débito,Web,1058824.0,12,4,4,0,Biobío,Regular,Belleza,160169.0,ProvA,0.4914871167329508
489,2023-12-23,218,115,5,485604.0,Efectivo,Marketplace,2428020.0,12,5,4,0,Maule,Nuevo,Deportes,321567.0,ProvF,-0.5101176426685574
490,2023-12-24,114,134,16,281532.0,Transferencia,App,4504512.0,12,6,4,0,Metropolitana,Regular,Hogar,160338.0,ProvF,-0.7558657336376904
491,2023-12-25,145,151,19,357662.0,Tarjeta Débito,Tienda Física,6795578.0,12,0,4,0,Maule,Premium,Deportes,443964.0,ProvF,0.1943896351956465
492,2023-12-25,26,187,14,35157.0,Tarjeta Débito,App,492198.0,12,0,4,0,O'Higgins,Nuevo,Alimentos,292101.0,ProvB,0.8796409461111054
493,2023-12-26,136,,16,209416.0,Tarjeta Débito,App,3350656.0,12,1,4,1,Los Lagos,Nuevo,Belleza,,ProvF,
494,2023-12-27,232,98,15,59063.0,Tarjeta Crédito,Tienda Física,885945.0,12,2,4,0,Valparaíso,Nuevo,Belleza,36523.0,ProvD,-0.6171453604577937
495,2023-12-27,76,120,4,306785.0,Efectivo,Tienda Física,1227140.0,12,2,4,0,Biobío,Nuevo,Belleza,,ProvF,
496,2023-12-28,289,46,7,469303.0,Tarjeta Crédito,Marketplace,3285121.0,12,3,4,0,O'Higgins,Premium,Deportes,330438.0,ProvE,-0.42024525024361603
498,2023-12-30,147,,8,39325.0,Tarjeta Débito,Web,314600.0,12,5,4,0,O'Higgins,Regular,Belleza,,ProvF,
499,2023-12-30,287,100,17,177978.0,Transferencia,App,3025626.0,12,5,4,0,O'Higgins,Premium,Belleza,422593.0,ProvD,0.5788430002390006
500,2023-12-31,142,72,16,275781.0,Tarjeta Débito,Tienda Física,4412496.0,12,6,4,0,Biobío,VIP,Belleza,187932.0,ProvF,-0.46745099291233
501,2024-01-01,53,190,10,202201.0,Webpay,Marketplace,2022010.0,1,0,1,0,Coquimbo,VIP,Alimentos,143570.0,ProvD,-0.40837918785261546
502,2024-01-02,69,35,10,416988.0,Tarjeta Débito,Tienda Física,4169880.0,1,1,1,0,O'Higgins,Nuevo,Hogar,40150.0,ProvF,-1.0
503,2024-01-02,90,147,2,407521.0,Tarjeta Crédito,Marketplace,815042.0,1,1,1,0,O'Higgins,Nuevo,Belleza,247716.0,ProvD,-0.6451137593050106
504,2024-01-03,220,30,9,306304.0,Transferencia,,2756736.0,1,2,1,1,Araucanía,Regular,Alimentos,258634.0,ProvD,-0.1843145139463489
505,2024-01-04,192,78,17,187356.0,Efectivo,Web,3185052.0,1,3,1,1,O'Higgins,Nuevo,Belleza,36214.0,ProvD,-1.0
506,2024-01-05,63,,11,128413.0,Tarjeta Débito,Tienda Física,1412543.0,1,4,1,0,Los Lagos,VIP,Belleza,,ProvF,
507,2024-01-05,73,113,10,53831.0,Transferencia,Web,538310.0,1,4,1,0,Araucanía,Regular,Deportes,403611.0,ProvA,0.866626529009368
508,2024-01-06,161,25,17,178094.0,Transferencia,Tienda Física,3027598.0,1,5,1,1,Coquimbo,Premium,Alimentos,266146.0,ProvC,0.33084096698804416
509,2024-01-07,169,168,4,207173.0,Efectivo,Marketplace,828692.0,1,6,1,0,Biobío,Regular,Hogar,406587.0,ProvD,0.4904583766819893
510,2024-01-07,89,88,16,338236.0,Transferencia,,5411776.0,1,6,1,0,Los Lagos,Premium,Belleza,470791.0,ProvB,0.28155805867146994
511,2024-01-08,176,14,15,329422.0,Tarjeta Crédito,Web,4941330.0,1,0,1,0,Coquimbo,VIP,Belleza,,ProvF,
513,2024-01-10,73,102,6,198234.0,Tarjeta Crédito,,1189404.0,1,2,1,0,Araucanía,Regular,Belleza,407420.0,ProvC,0.5134406754700309
514,2024-01-10,245,150,850,91708.0,Transferencia,App,77951800.0,1,2,1,0,Metropolitana,VIP,Hogar,221324.0,ProvA,0.5856391534582783
515,2024-01-11,77,176,1,79250.0,Tarjeta Crédito,App,79250.0,1,3,1,0,Los Lagos,Premium,Hogar,212687.0,ProvF,0.6273867232129844
516,2024-01-12,159,83,19,413824.0,Efectivo,Marketplace,7862656.0,1,4,1,0,Valparaíso,Regular,Belleza,288162.0,ProvC,-0.4360810932739223
518,2024-01-13,102,179,17,210172.0,Webpay,Tienda Física,3572924.0,1,5,1,0,Araucanía,Premium,Belleza,246820.0,ProvC,0.14848067417551253
519,2024-01-14,132,131,9,84934.0,Transferencia,App,764406.0,1,6,1,0,Maule,VIP,Hogar,6408.0,ProvD,-1.0
520,2024-01-15,102,170,2,439786.0,Efectivo,App,879572.0,1,0,1,0,Araucanía,Premium,Belleza,493015.0,ProvD,0.10796628905814225
522,2024-01-16,82,28,15,116459.0,Transferencia,Tienda Física,1746885.0,1,1,1,0,Los Lagos,Premium,Belleza,363320.0,ProvE,0.6794588792249256
523,2024-01-17,279,173,7,251711.0,Tarjeta Crédito,App,1761977.0,1,2,1,0,O'Higgins,VIP,Belleza,,ProvF,
524,2024-01-18,129,71,6,366012.0,Tarjeta Débito,Marketplace,2196072.0,1,3,1,0,Araucanía,Premium,Belleza,,ProvF,
525,2024-01-18,89,63,1,479101.0,Tarjeta Débito,App,479101.0,1,3,1,0,Los Lagos,Premium,Ropa,49819.0,ProvD,-1.0
526,2024-01-19,213,73,15,111003.0,Tarjeta Crédito,Web,1665045.0,1,4,1,0,O'Higgins,VIP,Deportes,321567.0,ProvC,0.6548059968840086
527,2024-01-20,143,124,7,443205.0,Tarjeta Débito,Marketplace,3102435.0,1,5,1,0,Biobío,Regular,Belleza,52459.0,ProvA,-1.0
528,2024-01-21,65,119,17,467218.0,Tarjeta Débito,Tienda Física,7942706.0,1,6,1,0,Metropolitana,VIP,Belleza,465448.0,ProvC,-0.0038027878517041644
531,2024-01-23,,175,9,315281.0,Transferencia,Tienda Física,2837529.0,1,1,1,0,O'Higgins,Nuevo,Alimentos,279644.0,ProvF,-0.12743702707728397
532,2024-01-24,93,142,13,202202.0,Tarjeta Débito,Tienda Física,2628626.0,1,2,1,0,O'Higgins,Nuevo,Belleza,336587.0,ProvF,0.3992578441829304
533,2024-01-24,224,120,6,376447.0,Tarjeta Crédito,Marketplace,2258682.0,1,2,1,0,Los Lagos,Premium,Belleza,,ProvF,
535,2024-01-26,102,181,3,339042.0,Tarjeta Débito,Tienda Física,1017126.0,1,4,1,0,Araucanía,Premium,Alimentos,234862.0,ProvF,-0.443579633997837
538,2024-01-28,265,168,12,412411.0,Webpay,App,4948932.0,1,6,1,0,Metropolitana,VIP,Hogar,406587.0,ProvD,-0.014324117593528569
540,2024-01-29,85,9,15,416632.0,Efectivo,App,6249480.0,1,0,1,0,Valparaíso,Premium,Ropa,18935.0,ProvC,-1.0
541,2024-01-30,282,64,13,270608.0,Webpay,App,3517904.0,1,1,1,0,O'Higgins,Nuevo,Belleza,246316.0,ProvF,-0.09862128322967245
543,2024-02-01,221,120,17,216220.0,Webpay,App,3675740.0,2,3,1,0,Valparaíso,Regular,Belleza,,ProvF,
544,2024-02-01,154,52,3,190141.0,Tarjeta Crédito,Tienda Física,570423.0,2,3,1,1,Los Lagos,Premium,Hogar,210380.0,ProvF,0.0962021104667744
545,2024-02-02,153,89,15,457615.0,Tarjeta Débito,App,6864225.0,2,4,1,0,Los Lagos,VIP,Alimentos,193665.0,ProvA,-1.0
546,2024-02-03,12,142,4,126333.0,Tarjeta Crédito,App,505332.0,2,5,1,0,Maule,Premium,Belleza,336587.0,ProvF,0.624664648367287
547,2024-02-03,133,53,4,422262.0,Transferencia,,1689048.0,2,5,1,0,Araucanía,Regular,Belleza,124618.0,ProvF,-1.0
548,2024-02-04,293,187,18,242526.0,Webpay,Tienda Física,4365468.0,2,6,1,1,Coquimbo,VIP,Alimentos,292101.0,ProvB,0.16971869319173846
549,2024-02-05,300,78,17,257534.0,Webpay,App,4378078.0,2,0,1,0,Los Lagos,Regular,Belleza,36214.0,ProvD,-1.0
550,2024-02-06,228,41,19,154926.0,Efectivo,App,2943594.0,2,1,1,0,Biobío,VIP,Belleza,87474.0,ProvF,-0.7711091295699294
551,2024-02-06,271,196,11,286948.0,Transferencia,App,3156428.0,2,1,1,0,O'Higgins,Nuevo,Belleza,22537.0,ProvE,-1.0
552,2024-02-07,43,68,3,163280.0,Webpay,Web,489840.0,2,2,1,0,O'Higgins,VIP,Deportes,199854.0,ProvF,0.1830035926226145
553,2024-02-08,21,8,8,20595.0,Tarjeta Débito,App,164760.0,2,3,1,1,Biobío,Nuevo,Belleza,289562.0,ProvC,0.92887533585208
554,2024-02-09,107,2,14,136727.0,Efectivo,Marketplace,1914178.0,2,4,1,0,Maule,Nuevo,Deportes,351281.0,ProvB,0.6107759884536881
556,2024-02-10,124,125,14,489199.0,Efectivo,,6848786.0,2,5,1,0,Coquimbo,VIP,Belleza,,ProvF,
558,2024-02-12,292,86,4,198182.0,Transferencia,App,792728.0,2,0,1,0,O'Higgins,Regular,Ropa,229668.0,ProvF,0.1370935437239842
559,2024-02-12,203,169,19,364457.0,Tarjeta Crédito,App,6924683.0,2,0,1,0,Los Lagos,Premium,Belleza,473677.0,ProvA,0.23057906548133011
560,2024-02-13,51,120,6,173557.0,Tarjeta Crédito,Tienda Física,1041342.0,2,1,1,0,Valparaíso,Nuevo,Belleza,,ProvF,
561,2024-02-14,271,127,1,335875.0,Transferencia,Tienda Física,335875.0,2,2,1,0,O'Higgins,Nuevo,Belleza,413402.0,ProvF,0.18753416771084805
563,2024-02-15,141,16,8,473431.0,Webpay,Marketplace,3787448.0,2,3,1,0,Valparaíso,Regular,Hogar,411478.0,ProvD,-0.1505621199675317
565,2024-02-17,290,113,1,391866.0,Tarjeta Débito,Marketplace,391866.0,2,5,1,0,Araucanía,Regular,Deportes,403611.0,ProvA,0.029099801541583356
566,2024-02-17,52,176,5,133698.0,Webpay,Web,668490.0,2,5,1,0,Coquimbo,Nuevo,Hogar,212687.0,ProvF,0.3713861213896477
568,2024-02-19,157,12,6,13859.0,Transferencia,Web,83154.0,2,0,1,0,Biobío,Premium,Hogar,143984.0,ProvA,0.9037462495832871
569,2024-02-20,239,35,8,302161.0,Tarjeta Débito,Marketplace,2417288.0,2,1,1,0,Biobío,Premium,Hogar,40150.0,ProvF,-1.0
570,2024-02-20,156,11,13,330093.0,Tarjeta Débito,App,4291209.0,2,1,1,0,O'Higgins,VIP,Belleza,271780.0,ProvC,-0.21455957024063582
574,2024-02-23,106,69,12,91410.0,Webpay,Marketplace,1096920.0,2,4,1,0,O'Higgins,Regular,Deportes,308309.0,ProvB,0.7035117366019156
576,2024-02-25,146,20,11,112115.0,Tarjeta Crédito,Marketplace,1233265.0,2,6,1,0,Biobío,Premium,Deportes,385227.0,ProvC,0.7089638057560866
577,2024-02-25,2,,10,154301.0,Efectivo,App,1543010.0,2,6,1,0,Coquimbo,Regular,Belleza,,ProvF,
578,2024-02-26,77,195,4,273683.0,Tarjeta Crédito,Tienda Física,1094732.0,2,0,1,0,Los Lagos,Premium,Belleza,484970.0,ProvA,0.43567024764418416
579,2024-02-27,132,172,12,209180.0,Webpay,Web,2510160.0,2,1,1,0,Maule,VIP,Ropa,188754.0,ProvD,-0.10821492524661729
581,2024-02-28,263,189,19,86297.0,Transferencia,App,1639643.0,2,2,1,0,Metropolitana,Regular,Hogar,188060.0,ProvB,0.5411198553653089
582,2024-02-29,108,137,5,209654.0,Tarjeta Débito,Web,1048270.0,2,3,1,1,O'Higgins,Regular,Belleza,,ProvF,
583,2024-03-01,74,,8,378884.0,Webpay,Tienda Física,3031072.0,3,4,1,0,Coquimbo,Nuevo,Belleza,,ProvF,
584,2024-03-02,,35,7,449084.0,Tarjeta Crédito,Web,3143588.0,3,5,1,0,O'Higgins,Nuevo,Hogar,40150.0,ProvF,-1.0
585,2024-03-02,159,65,14,42980.0,Tarjeta Débito,Tienda Física,601720.0,3,5,1,0,Valparaíso,Regular,Ropa,237262.0,ProvF,0.8188500476266743
586,2024-03-03,71,8,3,197159.0,Webpay,Web,591477.0,3,6,1,0,Valparaíso,Nuevo,Belleza,289562.0,ProvC,0.3191130051595168
587,2024-03-04,,45,18,51023.0,Efectivo,Marketplace,918414.0,3,0,1,0,O'Higgins,Nuevo,Hogar,357583.0,ProvB,0.8573114493697966
588,2024-03-04,298,87,16,9280.0,Transferencia,App,148480.0,3,0,1,1,O'Higgins,Nuevo,Deportes,273263.0,ProvD,0.9660400420108101
589,2024-03-05,36,175,19,331198.0,Tarjeta Débito,Marketplace,6292762.0,3,1,1,1,O'Higgins,Nuevo,Alimentos,279644.0,ProvF,-0.1843558238331593
590,2024-03-06,84,168,19,301622.0,Tarjeta Crédito,Marketplace,5730818.0,3,2,1,1,Coquimbo,VIP,Hogar,406587.0,ProvD,0.25816122994586643
592,2024-03-07,172,182,16,117673.0,Webpay,Tienda Física,1882768.0,3,3,1,0,Maule,Premium,Deportes,29095.0,ProvC,-1.0
593,2024-03-08,173,76,8,12830.0,Transferencia,Tienda Física,102640.0,3,4,1,0,Coquimbo,Nuevo,Hogar,329688.0,ProvF,0.9610844192084638
594,2024-03-09,47,174,1,417639.0,Tarjeta Crédito,Marketplace,417639.0,3,5,1,0,Metropolitana,Premium,Deportes,388796.0,ProvB,-0.07418543400652271
595,2024-03-10,141,,17,487371.0,Webpay,Web,8285307.0,3,6,1,0,Valparaíso,Regular,Belleza,,ProvF,
596,2024-03-10,118,15,12,68594.0,Webpay,,823128.0,3,6,1,1,Los Lagos,Regular,Deportes,19637.0,ProvD,-1.0
597,2024-03-11,277,105,11,116506.0,Tarjeta Débito,Marketplace,1281566.0,3,0,1,0,Coquimbo,Premium,Belleza,348672.0,ProvB,0.6658578836270191
598,2024-03-12,214,147,5,434336.0,Tarjeta Débito,Marketplace,2171680.0,3,1,1,0,Metropolitana,Nuevo,Belleza,247716.0,ProvD,-0.7533627218266079
600,2024-03-13,26,52,17,210394.0,Webpay,Tienda Física,3576698.0,3,2,1,1,O'Higgins,Nuevo,Hogar,210380.0,ProvF,-6.654624964350224e-05
601,2024-03-14,9,93,6,26261.0,Tarjeta Débito,Tienda Física,157566.0,3,3,1,0,Araucanía,Nuevo,Deportes,35611.0,ProvF,0.2625593215579456
602,2024-03-15,271,150,1,20657.0,Transferencia,Marketplace,20657.0,3,4,1,0,O'Higgins,Nuevo,Hogar,221324.0,ProvA,0.906666244962137
603,2024-03-15,10,21,5,287401.0,Transferencia,,1437005.0,3,4,1,1,O'Higgins,Nuevo,Belleza,108695.0,ProvE,-1.0
604,2024-03-16,121,51,14,197055.0,Webpay,Web,2758770.0,3,5,1,0,Araucanía,Nuevo,Alimentos,306249.0,ProvA,0.35655300098939097
605,2024-03-17,125,38,5,15298.0,Tarjeta Débito,Marketplace,76490.0,3,6,1,0,Los Lagos,VIP,Deportes,418154.0,ProvA,0.9634153924152346
606,2024-03-18,170,20,1,292043.0,Tarjeta Crédito,Web,292043.0,3,0,1,0,Maule,Nuevo,Deportes,385227.0,ProvC,0.24189374057373964
607,2024-03-18,72,157,18,6640.0,Tarjeta Crédito,Marketplace,119520.0,3,0,1,1,O'Higgins,VIP,Belleza,51460.0,ProvC,0.8709677419354839
608,2024-03-19,152,179,16,393899.0,Tarjeta Crédito,App,6302384.0,3,1,1,0,Coquimbo,Regular,Belleza,246820.0,ProvC,-0.5958957945061178
611,2024-03-21,154,,5,294588.0,Tarjeta Débito,Tienda Física,1472940.0,3,3,1,1,Los Lagos,Premium,Belleza,,ProvF,
612,2024-03-22,293,,2,199445.0,Transferencia,App,398890.0,3,4,1,0,Coquimbo,VIP,Belleza,,ProvF,
614,2024-03-23,50,4,7,272555.0,Tarjeta Crédito,Marketplace,1907885.0,3,5,1,1,Metropolitana,Premium,Belleza,271278.5,ProvE,-0.004705496381025404
615,2024-03-24,152,150,400,138344.0,Webpay,Marketplace,55337600.0,3,6,1,0,Coquimbo,Regular,Hogar,221324.0,ProvA,0.37492544866349786
617,2024-03-26,100,173,13,136475.0,Tarjeta Débito,Tienda Física,1774175.0,3,1,1,0,Metropolitana,VIP,Belleza,,ProvF,
619,2024-03-27,167,86,15,187986.0,Tarjeta Débito,Web,2819790.0,3,2,1,0,Coquimbo,Premium,Ropa,229668.0,ProvF,0.1814880610272219
621,2024-03-29,146,,19,26236.0,Webpay,Web,498484.0,3,4,1,0,Biobío,Premium,Belleza,,ProvF,
622,2024-03-29,164,91,18,213634.0,Efectivo,Web,3845412.0,3,4,1,0,Metropolitana,Regular,Ropa,452770.0,ProvF,0.5281622015592906
623,2024-03-30,242,183,10,416349.0,Tarjeta Débito,,4163490.0,3,5,1,0,Biobío,Premium,Belleza,60290.0,ProvF,-1.0
624,2024-03-31,69,,9,403019.0,Tarjeta Crédito,App,3627171.0,3,6,1,1,O'Higgins,Nuevo,Belleza,,ProvF,
625,2024-03-31,175,1,8,112935.0,Tarjeta Débito,Marketplace,903480.0,3,6,1,1,O'Higgins,Nuevo,Belleza,325332.0,ProvE,0.6528623068127328
626,2024-04-01,49,72,10,113813.0,Transferencia,Marketplace,1138130.0,4,0,2,0,Valparaíso,Nuevo,Belleza,187932.0,ProvF,0.394392652661601
627,2024-04-02,108,87,17,408835.0,Tarjeta Débito,Tienda Física,6950195.0,4,1,2,1,O'Higgins,Regular,Deportes,273263.0,ProvD,-0.49612278281362643
629,2024-04-03,161,6,6,48585.0,Efectivo,App,291510.0,4,2,2,0,Coquimbo,Premium,Alimentos,234862.0,ProvE,0.7931338402977067
630,2024-04-04,119,153,5,225579.0,Tarjeta Crédito,App,1127895.0,4,3,2,1,Los Lagos,Regular,Hogar,211533.5,ProvC,-0.06639846643675824
631,2024-04-05,149,145,9,169390.0,Transferencia,Tienda Física,1524510.0,4,4,2,0,Coquimbo,Premium,Belleza,395019.0,ProvD,0.5711851834975027
632,2024-04-06,150,61,5,435474.0,Efectivo,,2177370.0,4,5,2,0,O'Higgins,Nuevo,Belleza,352125.0,ProvC,-0.23670287539936102
633,2024-04-06,293,12,18,42679.0,Tarjeta Crédito,,768222.0,4,5,2,0,Coquimbo,VIP,Hogar,143984.0,ProvA,0.7035851205689521
634,2024-04-07,143,6,9,106352.0,Transferencia,Tienda Física,957168.0,4,6,2,0,Biobío,Regular,Alimentos,234862.0,ProvE,0.5471723820796893
636,2024-04-09,11,136,17,26596.0,Tarjeta Débito,Marketplace,452132.0,4,1,2,1,Maule,VIP,Ropa,475353.0,ProvF,0.944050000736295
637,2024-04-09,138,124,12,246775.0,Tarjeta Débito,App,2961300.0,4,1,2,1,Biobío,Regular,Belleza,52459.0,ProvA,-1.0
638,2024-04-10,,106,7,221611.0,Efectivo,Marketplace,1551277.0,4,2,2,0,O'Higgins,Nuevo,Alimentos,314842.0,ProvD,0.29611995858240003
639,2024-04-11,,193,3,167866.0,Tarjeta Débito,Marketplace,503598.0,4,3,2,0,O'Higgins,Nuevo,Belleza,481648.0,ProvB,0.6514757665348968
640,2024-04-11,254,185,10,197892.0,Webpay,Web,1978920.0,4,3,2,0,Los Lagos,Nuevo,Belleza,324956.0,ProvF,0.3910190918155073
643,2024-04-14,263,99,16,286426.0,Tarjeta Débito,Tienda Física,4582816.0,4,6,2,0,Metropolitana,Regular,Belleza,160169.0,ProvA,-0.7882736359720046
644,2024-04-14,85,168,2,402911.0,Tarjeta Crédito,Web,805822.0,4,6,2,0,Valparaíso,Premium,Hogar,406587.0,ProvD,0.009041115431629639
645,2024-04-15,146,142,10,380320.0,Transferencia,Web,3803200.0,4,0,2,0,Biobío,Premium,Belleza,336587.0,ProvF,-0.12993074598840715
646,2024-04-16,42,35,6,77796.0,Tarjeta Débito,Web,466776.0,4,1,2,0,Biobío,Premium,Hogar,40150.0,ProvF,-0.9376338729763387
647,2024-04-17,125,176,11,75475.0,Tarjeta Crédito,Web,830225.0,4,2,2,0,Los Lagos,VIP,Hogar,212687.0,ProvF,0.6451358098990535
648,2024-04-17,167,84,7,134819.0,Webpay,Web,943733.0,4,2,2,1,Coquimbo,Premium,Belleza,194697.0,ProvC,0.3075445435728337
649,2024-04-18,241,56,15,181176.0,Transferencia,Marketplace,2717640.0,4,3,2,0,Biobío,Regular,Belleza,8182.0,ProvA,-1.0
651,2024-04-19,188,141,9,340169.0,Tarjeta Crédito,Marketplace,3061521.0,4,4,2,0,Araucanía,VIP,Belleza,165004.0,ProvD,-1.0
652,2024-04-20,19,189,12,29284.0,Webpay,App,351408.0,4,5,2,0,O'Higgins,Nuevo,Hogar,188060.0,ProvB,0.8442837392321599
653,2024-04-21,68,49,19,18302.0,Tarjeta Crédito,,347738.0,4,6,2,0,Metropolitana,Premium,Belleza,369211.0,ProvB,0.9504294292423574
655,2024-04-22,102,113,15,348885.0,Webpay,Marketplace,5233275.0,4,0,2,0,Araucanía,Premium,Deportes,403611.0,ProvA,0.1355909526747289
658,2024-04-25,167,43,3,130654.0,Tarjeta Crédito,Marketplace,391962.0,4,3,2,0,Coquimbo,Premium,Belleza,125871.0,ProvA,-0.037999221425109836
659,2024-04-25,109,148,6,443157.0,Efectivo,Web,2658942.0,4,3,2,0,O'Higgins,Nuevo,Belleza,29722.0,ProvF,-1.0
660,2024-04-26,36,124,15,447949.0,Tarjeta Crédito,Tienda Física,6719235.0,4,4,2,0,O'Higgins,Nuevo,Belleza,52459.0,ProvA,-1.0
661,2024-04-27,,97,10,149346.0,Efectivo,Tienda Física,1493460.0,4,5,2,1,O'Higgins,Nuevo,Deportes,341820.0,ProvE,0.5630858346498157
662,2024-04-28,229,90,9,115767.0,Tarjeta Crédito,Marketplace,1041903.0,4,6,2,0,O'Higgins,Nuevo,Belleza,480634.0,ProvA,0.7591368900244261
663,2024-04-28,164,39,1,206241.0,Tarjeta Crédito,Web,206241.0,4,6,2,0,Metropolitana,Regular,Deportes,348291.0,ProvD,0.4078486093525242
664,2024-04-29,73,85,16,121025.0,Webpay,App,1936400.0,4,0,2,0,Araucanía,Regular,Belleza,322001.0,ProvA,0.6241471299778573
